Trans. date,Post date,Description,Amount,Category
2/21/26,2/21/26,WAUWATOSA ACE HARDWARE WAUWATOSA WI,46.57,Home Improvement
2/22/26,2/22/26,SP TRUE GRACE HEALTH 2164064208 WI,63.81,Supermarkets
2/22/26,2/22/26,SPECTRUM 855-707-7328 MORC1526552364,110,Services
2/23/26,2/23/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
2/23/26,2/23/26,METCALFE'S MARKET WAUWATOSA WI,46.66,Supermarkets
2/23/26,2/23/26,PAYPAL *GIFTCRDSHOP TGC 888-221-1161 CA,100,Services
2/24/26,2/24/26,365 MARKET K 888 432-329 TROY MI,0.86,Restaurants
2/24/26,2/24/26,5-365 FOOD SERVICE TROY MI,3.36,Restaurants
2/24/26,2/24/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
2/24/26,2/24/26,PAYMENT - THANK YOU,"-4,700",Payments and Credits
2/24/26,2/24/26,SP ETHIQUE USCAN 6292629069 DE,47.66,Merchandise
2/25/26,2/25/26,5-365 FOOD SERVICE TROY MI,4,Restaurants
2/25/26,2/25/26,LANDS END 800-332-4700 WIAPPLE PAY ENDING IN 3896,11.57,Merchandise
2/26/26,2/26/26,5-365 FOOD SERVICE TROY MI,6.25,Restaurants
2/26/26,2/26/26,MILTOWN EATS LLC 4144349799 WIAPPLE PAY ENDING IN 2373,50,Supermarkets
2/26/26,2/26/26,OUTPOST NATURAL FOODS CO WAUWATOSA WI,40,Supermarkets
2/26/26,2/26/26,TST*MISS MOLLYS CAFE & 414-249-5665 WIAPPLE PAY ENDING IN 237300037390030491286226AA,15.53,Restaurants
2/27/26,2/27/26,365 MARKET K 888 432-329 TROY MI,0.86,Restaurants
2/27/26,2/27/26,5-365 FOOD SERVICE TROY MI,4.82,Restaurants
2/27/26,2/27/26,FROEDTERT PHARMACY 175 WAUWATOSA WI,10,Merchandise
2/28/26,2/28/26,5-365 FOOD SERVICE TROY MI,1.16,Restaurants
2/28/26,2/28/26,APPLE.COM/BILL 866-712-7753 CAMKS03BQ5BMA0,84.71,Merchandise
2/28/26,2/28/26,GSWISE 800-5654475 WI,150,Services
2/28/26,2/28/26,METCALFE'S MARKET WAUWATOSA WI,75.95,Supermarkets
2/28/26,2/28/26,MURF'S FROZEN CUSTARD & BROOKFIELD WI,43.75,Restaurants
2/28/26,2/28/26,REI #60 BROOKFIELD BROOKFIELD WI02834P,65.45,Merchandise
2/28/26,2/28/26,SQ *HIGHLANDS CAFE WAUWATOSA WI0002305843023824456508,44.92,Restaurants
2/28/26,2/28/26,USPS PO 5687150226 MILWAUKEE WI,11.95,Government Services
3/2/26,3/2/26,365 MARKET K 888 432-329 TROY MI,1.76,Restaurants
3/2/26,3/2/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
3/2/26,3/2/26,PANERA BREAD #606423 O 855-372-6372 WIAPPLE PAY ENDING IN 23736051716069692571,37.72,Restaurants
3/2/26,3/2/26,REI.COM 800-426-4840 800-426-4840 WAY128773852,137.67,Merchandise
3/3/26,3/3/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,28.53,Services
3/3/26,3/3/26,LANDS END 800-332-4700 WIAPPLE PAY ENDING IN 3896,106.89,Merchandise
3/3/26,3/3/26,SAWYER ^ C* CLOUD 9 WO 9175408813 WI,210,Education
3/3/26,3/3/26,SAWYER* BOOKING FEE 9175408813 MI,3.99,Education
3/3/26,3/3/26,SP NOURISH NATURAL P 4142310955 WIAPPLE PAY ENDING IN 3896,44.99,Merchandise
3/4/26,3/4/26,5-365 FOOD SERVICE TROY MI,2.51,Restaurants
3/4/26,3/4/26,KETTLE RANGE MEATS MILWAUKEE WI,52.2,Merchandise
3/4/26,3/4/26,REI.COM 800-426-4840 800-426-4840 WAAPPLE PAY ENDING IN 3896A394538798,11.47,Merchandise
3/5/26,3/5/26,5-365 FOOD SERVICE TROY MI,4.21,Restaurants
3/5/26,3/5/26,MILTOWN EATS LLC 4144349799 WIAPPLE PAY ENDING IN 2373,30,Supermarkets
3/5/26,3/5/26,SALON MARIE LLC HALES CORNERSWI,34,Services
3/6/26,3/6/26,5-365 FOOD SERVICE TROY MI,3.07,Restaurants
3/6/26,3/6/26,TST*NORTH AVENUE GRILL WAUWATOSA WI00021253030640212643AA,60,Restaurants
3/6/26,3/6/26,TST*YO MAMA - WAUWATOS WAUWATOSA WI00042815030643326294AA,10.56,Restaurants
3/7/26,3/7/26,5-365 FOOD SERVICE TROY MI,4,Restaurants
3/7/26,3/7/26,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 2373,10.59,Restaurants
3/7/26,3/7/26,SP LOVE YOUR FACE SKIN WAUWATOSA WI,480,Merchandise
3/7/26,3/7/26,SQ *HAPPY BUDDHA BOUTI WAUWATOSA WI0002305843023876095809,116.69,Supermarkets
3/7/26,3/7/26,TOPPERS PIZZA WAUWATOSA 4144667777 WI,30.51,Restaurants
3/7/26,3/7/26,TST*MISS MOLLYS CAFE & 414-249-5665 WIAPPLE PAY ENDING IN 237300037390030654762345AA,40.01,Restaurants
3/8/26,3/8/26,CULVERS BROOKFIELD 2 BROOKFIELD WI,32.99,Restaurants
3/8/26,3/8/26,DSW MAYFAIR RD WAUWATOSA WI,167.79,Merchandise
3/8/26,3/8/26,METCALFE'S MARKET WAUWATOSA WIAPPLE PAY ENDING IN 3896,33.02,Supermarkets
3/9/26,3/9/26,365 MARKET K 888 432-329 TROY MI,1.99,Restaurants
3/9/26,3/9/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
3/9/26,3/9/26,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
3/9/26,3/9/26,NEWBALANCE.COM BOSTON MA,72,Merchandise
3/10/26,3/10/26,5-365 FOOD SERVICE TROY MI,2.6,Restaurants
3/10/26,3/10/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
3/10/26,3/10/26,THE VITAMIN SHOPPE#220 WAUWATOSA WI033595,63.52,Supermarkets
3/11/26,3/11/26,5-365 FOOD SERVICE TROY MI,4.75,Restaurants
3/11/26,3/11/26,LANDS END DODGEVILLE WIAPPLE PAY ENDING IN 3896,-11.57,Payments and Credits
3/11/26,3/11/26,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 2373,34.47,Restaurants
3/12/26,3/12/26,5-365 FOOD SERVICE TROY MI,5.53,Restaurants
3/12/26,3/12/26,MILTOWN EATS LLC 4144349799 WIAPPLE PAY ENDING IN 2373,50,Supermarkets
3/12/26,3/12/26,SENDIK'S WAUWATOSA WAUWATOSA WI,32,Supermarkets
3/13/26,3/13/26,5-365 FOOD SERVICE TROY MI,5.32,Restaurants
3/13/26,3/13/26,DINING TROY MI,2.6,Restaurants
3/13/26,3/13/26,HULU 888-439-4858 CAHULU,1.06,Services
3/14/26,3/14/26,CHICK-FIL-A #03252 2623730609 WI,15.86,Restaurants
3/14/26,3/14/26,SENDIK'S WAUWATOSA WAUWATOSA WI,9,Supermarkets
3/14/26,3/14/26,SQ *LOUP - SOUP WITH A GOSQ.COM WIAPPLE PAY ENDING IN 23730001152921516784835950,76.68,Restaurants
3/14/26,3/14/26,SQ *THE RUBY TAP WAUWATOSA WI0002305843023929819384,13.72,Restaurants
3/15/26,3/15/26,IDEAL LOGO* WAUWATOSA 2149454000 WIAPPLE PAY ENDING IN 3896,65.67,Merchandise
3/15/26,3/15/26,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
3/15/26,3/15/26,METCALFE'S MARKET WAUWATOSA WI,85.56,Supermarkets
3/16/26,3/16/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
3/17/26,3/17/26,365 MARKET J 888 432-329 TROY MI,2,Restaurants
3/17/26,3/17/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
3/18/26,3/19/26,365 MARKET K 888 432-329 TROY MI,1.99,Restaurants
3/18/26,3/19/26,5-365 FOOD SERVICE TROY MI,2.6,Restaurants
3/18/26,3/19/26,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 2373,26.81,Restaurants
3/19/26,3/19/26,365 MARKET K 888 432-329 TROY MI,0.86,Restaurants
3/19/26,3/19/26,5-365 FOOD SERVICE TROY MI,8.16,Restaurants
3/19/26,3/19/26,MICROSOFT#G147660032 MSBILL.INFO WA,13.91,Merchandise
3/19/26,3/19/26,MILTOWN EATS LLC 4144349799 WIAPPLE PAY ENDING IN 2373,50,Supermarkets
3/19/26,3/19/26,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,25.19,Supermarkets
3/20/26,3/20/26,5-365 FOOD SERVICE TROY MI,4,Restaurants
3/20/26,3/20/26,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 2373,22.24,Restaurants
3/21/26,3/21/26,5-365 FOOD SERVICE TROY MI,5,Restaurants
3/21/26,3/21/26,BOSWELL BOOK COMPANY MILWAUKEE WI,68.35,Merchandise
3/21/26,3/21/26,DSW MAYFAIR RD WAUWATOSA WI,63.47,Merchandise
3/21/26,3/21/26,KETTLE RANGE MEATS MILWAUKEE WI,43.98,Merchandise
3/21/26,3/21/26,NAIL BAR MILWAUKEE NAILBARMKE.COWI,103,Services
3/21/26,3/21/26,SQ *VALENTINE COFFEE C MILWAUKEE WI0002305843023968145520,22.44,Restaurants
3/22/26,3/22/26,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,8.74,Supermarkets
3/22/26,3/22/26,SPECTRUM 855-707-7328 MORC1598238146,110,Services
3/23/26,3/23/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
3/23/26,3/23/26,MARKEL PERSONAL LINES 800-236-2453 WI,154,Services
3/23/26,3/23/26,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 2373,29.37,Restaurants
3/24/26,3/24/26,365 MARKET J 888 432-329 TROY MI,1.25,Restaurants
3/24/26,3/24/26,5-365 FOOD SERVICE TROY MI,5.88,Restaurants
3/24/26,3/24/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,73.06,Services
3/25/26,3/25/26,5-365 FOOD SERVICE TROY MI,2.53,Restaurants
3/25/26,3/25/26,JERSEY MIKES 29044 GERMANTOWN WI,23.93,Restaurants
3/25/26,3/25/26,LEGACY GYM MKE 262-989-6696 WI,200,Travel/ Entertainment
3/25/26,3/25/26,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,1.39,Supermarkets
3/25/26,3/25/26,SQ *BLACK TWIG BAKERY WAUWATOSA WI0002305843024001780496,9.18,Merchandise
3/26/26,3/26/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,437.24,Services
3/26/26,3/26/26,COUSINS SUBS #1125 MILWAUKEE WI,37.29,Restaurants
3/26/26,3/26/26,FROEDTERT PHARMACY 175 WAUWATOSA WI,10,Merchandise
3/26/26,3/26/26,MKE BRONZEVILLE CRX MILWAUKEE WI,6.59,Merchandise
3/26/26,3/26/26,MKE SKYLINE NEWS MILWAUKEE WI,4.33,Merchandise
3/26/26,3/26/26,PAYMENT - THANK YOU,"-5,500",Payments and Credits
3/27/26,3/27/26,WDW CRYSTAL PALACE LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1142066,194.56,Restaurants
3/27/26,3/27/26,WDW POPCORN CARTS LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1142085,15.22,Restaurants
3/27/26,3/27/26,WDW STORYBOOK TREAT LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1142094,12.87,Restaurants
3/28/26,3/28/26,RFC DISNEY ANIMAL REST LAKE BUENA VIFL,173.31,Restaurants
3/28/26,3/28/26,WALT DISNEY W DOLPHIN LAKE BUENA VIFL02887P,8.52,Travel/ Entertainment
3/28/26,3/28/26,WALT DISNEY W DOLPHIN LAKE BUENA VIFLAPPLE PAY ENDING IN 389602886P,8.52,Travel/ Entertainment
3/28/26,3/28/26,WALT DISNEY W DOLPHIN LAKE BUENA VIFL02883P,150.4,Travel/ Entertainment
3/28/26,3/28/26,WDW CHAKRANADI LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1141483,8.5,Restaurants
3/28/26,3/28/26,WDW HARAMBE MARKET LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1141477,10.42,Restaurants
3/28/26,3/28/26,WDW KALI ICE CREAM LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1141518,4.25,Restaurants
3/28/26,3/28/26,WDW KIDANI BRKFAST LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1146036,17.13,Restaurants
3/28/26,3/28/26,WDW KIDANI BRKFAST LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1146036,36.24,Restaurants
3/28/26,3/28/26,WDW MOMBASA LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1141551,46.63,Merchandise
3/28/26,3/28/26,WDWDINOSAURGERTIE'S LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1141665,19.78,Restaurants
3/28/26,3/28/26,WDWHOLLYWOODPOPCORN LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1141645,2.65,Restaurants
3/29/26,3/29/26,BOULANGERIE PATISSERIE LAKE BUENA VIFL,14.01,Restaurants
3/29/26,3/29/26,BOULANGERIE PATISSERIE LAKE BUENA VIFL,19.28,Restaurants
3/29/26,3/29/26,L'ARTISIAN DES GLACES LAKE BUENA VIFL,16.94,Restaurants
3/29/26,3/29/26,MEXICO PAVILION EPCOT CE LK BUENA VIS FL,52.19,Restaurants
3/29/26,3/29/26,SPECIAL EVENT CHINA LK BUENA VIS FL,18.64,Restaurants
3/29/26,3/29/26,TUTTO ITALIA LAKE BUENA VIFL02935P,8.26,Restaurants
3/29/26,3/29/26,WALT DISNEY W DOLPHIN LAKE BUENA VIFLAPPLE PAY ENDING IN 389602911P,9.05,Travel/ Entertainment
3/29/26,3/29/26,WDW BEVERAGE CART LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1141794,2.65,Restaurants
3/29/26,3/29/26,WDW BOARDWALK LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1146069,13.82,Restaurants
3/29/26,3/29/26,WDW COM HALL WINDOW LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1146768,5.31,Restaurants
3/29/26,3/29/26,WDW CREATIONS SHOP LAKE BUENA VIFLAPPLE PAY ENDING IN 3896WALT DISNEY PARKS AND RESORTS R1141892,63.89,Merchandise
3/29/26,3/29/26,WDW IMAGEWORKS LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1141877,37.22,Merchandise
3/30/26,3/30/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
3/30/26,3/30/26,WALT DISNEY W DOLPHIN LAKE BUENA VIFL03093P,63.78,Travel/ Entertainment
3/30/26,3/30/26,WDW ABC COMMISSARY 407-828-5630 FLAPPLE PAY ENDING IN 2373WALT DISNEY PARKS AND RESORTS R1141624,38.94,Restaurants
3/30/26,3/30/26,WDW BACKLOT EXPRESS 407-828-5630 FLWALT DISNEY PARKS AND RESORTS R1141625,18.93,Restaurants
3/30/26,3/30/26,WDW HYPERIONPOPCORN LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1145536,2.65,Restaurants
3/30/26,3/30/26,WDW SCI-FI DINE-IN LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1141654,134.08,Restaurants
3/30/26,3/30/26,WDW TATOOINETRADERS LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1141682,85.19,Merchandise
3/30/26,3/30/26,WDWHOLLYWOODPOPCORN LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1141645,2.65,Restaurants
3/31/26,3/31/26,WDW - SWAN RESORT JAVA 4079344000 FLAPPLE PAY ENDING IN 2373,49.33,Travel/ Entertainment
3/31/26,3/31/26,WDW BOARDWALK LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1146069,20.84,Restaurants
3/31/26,3/31/26,WDW EMPORIUM LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1142185,172.49,Merchandise
3/31/26,3/31/26,WDW GASTON'S TAVERN LAKE BUENA VIFLAPPLE PAY ENDING IN 3896WALT DISNEY PARKS AND RESORTS R1144694,18.4,Restaurants
3/31/26,3/31/26,WDW JUNGLE SKIPPER LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1145935,122.69,Restaurants
3/31/26,3/31/26,WDW MAIN STREET LAKE BUENA VIFLAPPLE PAY ENDING IN 3896WALT DISNEY PARKS AND RESORTS R1142164,23.72,Merchandise
3/31/26,3/31/26,WDW POPCORN CARTS LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1142085,2.65,Restaurants
4/1/26,4/1/26,L'ARTISIAN DES GLACES LAKE BUENA VIFL,8.47,Restaurants
4/1/26,4/1/26,L'ARTISIAN DES GLACES LAKE BUENA VIFL,28.6,Restaurants
4/1/26,4/1/26,MEXICO PAVILION EPCOT QP ORLANDO FL,38.88,Restaurants
4/1/26,4/1/26,WDW CALYPSO TRADING LAKE BUENA VIFLAPPLE PAY ENDING IN 3896WALT DISNEY PARKS AND RESORTS R1140439,28.71,Merchandise
4/1/26,4/1/26,WDW GARDEN GATE LAKE BUENA VIFLAPPLE PAY ENDING IN 3896WALT DISNEY PARKS AND RESORTS R1141583,37.26,Merchandise
4/1/26,4/1/26,WDW HONEY BEE-STRO LAKE BUENA VIFLAPPLE PAY ENDING IN 3896WALT DISNEY PARKS AND RESORTS R1145104,24.77,Restaurants
4/1/26,4/1/26,WDW POPCORN CART LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1141845,2.97,Restaurants
4/1/26,4/1/26,WDW TRATTORIA LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1140118,62.32,Restaurants
4/1/26,4/1/26,WDW TROWEL&TRELLIS LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1146766,6.38,Restaurants
4/2/26,4/2/26,FRANCE FOOD FESTIVAL LAKE BUENA VIFLAPPLE PAY ENDING IN 3896,17.26,Restaurants
4/2/26,4/2/26,LOTUS BLOSSOM CAFE C FL,18.59,Restaurants
4/2/26,4/2/26,MEXICO PAVILION EPCOT QP ORLANDO FLAPPLE PAY ENDING IN 3896,33.5,Restaurants
4/2/26,4/2/26,MILTOWN EATS LLC 4144349799 WIAPPLE PAY ENDING IN 2373,50,Supermarkets
4/2/26,4/2/26,NEWS & GIFTS ST2848 ORLANDO FL,10.59,Merchandise
4/2/26,4/2/26,TUTTO ITALIA LAKE BUENA VIFLAPPLE PAY ENDING IN 389600264P,5.86,Restaurants
4/2/26,4/2/26,WALT DISNEY W SWAN LAKE BUENA VIFL00237P,84.81,Travel/ Entertainment
4/2/26,4/2/26,WDW IMAGEWORKS LAKE BUENA VIFLAPPLE PAY ENDING IN 3896WALT DISNEY PARKS AND RESORTS R1141877,56.96,Merchandise
4/2/26,4/2/26,WDW NORTHERN BLOOM LAKE BUENA VIFLAPPLE PAY ENDING IN 3896WALT DISNEY PARKS AND RESORTS R1146767,8.3,Restaurants
4/2/26,4/2/26,WDW ODYSSEYPAVILION LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1146769,8.3,Restaurants
4/2/26,4/2/26,WDW POPCORN CART LAKE BUENA VIFLWALT DISNEY PARKS AND RESORTS R1141845,14.69,Restaurants
4/2/26,4/2/26,WDWPLAZADELOSAMIGOS LAKE BUENA VIFLAPPLE PAY ENDING IN 3896WALT DISNEY PARKS AND RESORTS R1141956,39.39,Merchandise
4/3/26,4/3/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,21.02,Services
4/3/26,4/3/26,METCALFE'S MARKET WAUWATOSA WIAPPLE PAY ENDING IN 3896,7.59,Supermarkets
4/3/26,4/3/26,METCALFE'S MARKET WAUWATOSA WIAPPLE PAY ENDING IN 3896,82.7,Supermarkets
4/3/26,4/3/26,MKE SMARTPARK MILWAUKEE WI,144,Services
4/3/26,4/3/26,POCO PIZZA 888-221-1161 WI,139.5,Supermarkets
4/3/26,4/3/26,PX* GILLES FROZEN CUST 8889983286 MA,53.7,Restaurants
4/4/26,4/4/26,SP CREAM CITY SOAP 4143227690 WI,79.99,Merchandise
4/4/26,4/4/26,TST*MISS MOLLYS CAFE & 414-249-5665 WIAPPLE PAY ENDING IN 237300037390031188077820AA,14.33,Restaurants
4/5/26,4/5/26,CHEWY.COM 800-672-4399 FLAPPLE PAY ENDING IN 3896PMT-VKLQ6CXJHI,59.67,Merchandise
4/5/26,4/5/26,TOCK AT*CALUCCHENZO 212-640-0400 ILAPPLE PAY ENDING IN 2373,41,Restaurants
4/6/26,4/6/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
4/7/26,4/7/26,365 MARKET J 888 432-329 TROY MI,1.35,Restaurants
4/7/26,4/7/26,5-365 FOOD SERVICE TROY MI,4.75,Restaurants
4/7/26,4/7/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
4/8/26,4/8/26,5-365 FOOD SERVICE TROY MI,2.43,Restaurants
4/8/26,4/8/26,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 2373,33.46,Restaurants
4/8/26,4/8/26,SALON MARIE LLC HALES CORNERSWI,34,Services
4/9/26,4/9/26,5-365 FOOD SERVICE TROY MI,3.34,Restaurants
4/9/26,4/9/26,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
4/9/26,4/9/26,MILTOWN EATS LLC 4144349799 WIAPPLE PAY ENDING IN 2373,50,Supermarkets
4/9/26,4/9/26,SQ *VALENTINE COFFEE C MILWAUKEE WI0002305843024107270627,8.86,Restaurants
4/10/26,4/10/26,5-365 FOOD SERVICE TROY MI,3.57,Restaurants
4/10/26,4/10/26,TST*FLOUR GIRL AND FLA WEST ALLIS WI00019136031297530004AA,75.14,Travel/ Entertainment
4/10/26,4/10/26,TST*YO MAMA - WAUWATOS WAUWATOSA WI00042815031298638285AA,12.12,Restaurants
4/11/26,4/11/26,5-365 FOOD SERVICE TROY MI,5.18,Restaurants
4/11/26,4/11/26,KETTLE RANGE MEATS MILWAUKEE WIAPPLE PAY ENDING IN 3896,61.02,Merchandise
4/11/26,4/11/26,LS RUCKUS & GLEE WAUWATOSA WI,61.44,Merchandise
4/11/26,4/11/26,METCALFE'S MARKET WAUWATOSA WIAPPLE PAY ENDING IN 3896,103.08,Supermarkets
4/11/26,4/11/26,SQ *VALENTINE COFFEE C MILWAUKEE WI0002305843024123980196,42.08,Restaurants
4/11/26,4/11/26,"WITHER & TYNES, LLC 6123602123 MNAPPLE PAY ENDING IN 2373",145,Services
4/12/26,4/12/26,SP DRINK ZYN 8663765996 WIAPPLE PAY ENDING IN 3896,44.99,Supermarkets
4/13/26,4/13/26,365 MARKET J 888 432-329 TROY MI,2,Restaurants
4/13/26,4/13/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
4/13/26,4/13/26,HULU 888-439-4858 CAHULU,1.06,Services
4/14/26,4/14/26,365 MARKET K 888 432-329 TROY MI,0.86,Restaurants
4/14/26,4/14/26,5-365 FOOD SERVICE TROY MI,4,Restaurants
4/15/26,4/15/26,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
4/16/26,4/16/26,5-365 FOOD SERVICE TROY MI,6.23,Restaurants
4/16/26,4/16/26,DINING TROY MI,2.6,Restaurants
4/16/26,4/16/26,SALON MARIE LLC HALES CORNERSWI,125,Services
4/16/26,4/16/26,SQ *BLACK TWIG BAKERY WAUWATOSA WIAPPLE PAY ENDING IN 38960001152921516924215242,22.54,Merchandise
4/16/26,4/16/26,SQ *VALENTINE COFFEE C MILWAUKEE WIAPPLE PAY ENDING IN 38960002305843024152360122,14.12,Restaurants
4/17/26,4/19/26,BID2-MILWAUKEE STREET PA MILWAUKEE WI,6,Services
4/17/26,4/19/26,DINING TROY MI,3.26,Restaurants
4/17/26,4/19/26,DINING TROY MI,5,Restaurants
4/18/26,4/19/26,CHICK-FIL-A #03252 2623730609 WI,32.11,Restaurants
4/18/26,4/19/26,NOODLES AND COMPANY BROOMFIELD CO,51.29,Restaurants
4/18/26,4/19/26,ONLINE PASSPORT FEES CHARLESTON SC,130,Government Services
4/18/26,4/19/26,ONLINE PASSPORT FEES CHARLESTON SC,130,Government Services
4/18/26,4/19/26,SQ *HIGHLANDS HONEY GOSQ.COM WIAPPLE PAY ENDING IN 38960002305843024169815776,26,Supermarkets
4/18/26,4/19/26,SQ *HOT4LAX LACROSSE BROOKFIELD WI0002305843024174203814,26.24,Travel/ Entertainment
4/19/26,4/19/26,ACT*CLUB SCIKIDZ LLC 8006634991 TX,619.5,Travel/ Entertainment
4/19/26,4/19/26,CULVERS OF BROWN DEER BROWN DEER WI,29.97,Restaurants
4/19/26,4/19/26,MICROSOFT#G153686801 MSBILL.INFO WA,13.91,Merchandise
4/19/26,4/19/26,TST*MIDTOWN GRILL 414-837-6400 WIAPPLE PAY ENDING IN 237300039277031445400099AA,52.21,Restaurants
4/20/26,4/20/26,365 MARKET J 888 432-329 TROY MI,3,Restaurants
4/20/26,4/20/26,CENTRAL BARK - BROOK 3239687848 WI,42.04,Services
4/20/26,4/20/26,DICKS SPORTING GOODS WAUWATOSA TN,74.14,Merchandise
4/20/26,4/20/26,GSWISE 800-5654475 WI,163,Services
4/20/26,4/20/26,LS RENEW SPORTS AND FI WEST ALLIS WI,31.76,Merchandise
4/20/26,4/20/26,ONEQUINCE* Q24970054 9136752981 CAAPPLE PAY ENDING IN 2373,148.26,Merchandise
4/20/26,4/20/26,"WITHER & TYNES, LLC 6123602123 MNAPPLE PAY ENDING IN 2373",145,Services
4/21/26,4/21/26,365 MARKET J 888 432-329 TROY MI,2,Restaurants
4/21/26,4/21/26,CENTRAL BARK - BROOK 3239687848 WI,10.51,Services
4/21/26,4/21/26,PAYMENT - THANK YOU,"-6,000",Payments and Credits
4/22/26,4/22/26,5-365 FOOD SERVICE TROY MI,2.57,Restaurants
4/22/26,4/22/26,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 2373,28.3,Restaurants
4/22/26,4/22/26,SP TRILLIUMHERBALCO 9203330111 WI,49.7,Merchandise
4/22/26,4/22/26,SPECTRUM 855-707-7328 MORC1665980096,110,Services
4/22/26,4/22/26,VIP PHOTO - VIPIS.COM 262-375-4457 WI,14.83,Services
4/23/26,4/23/26,492028TOPPIZTOSA 4142574002 WI,25.68,Restaurants
4/23/26,4/23/26,METCALFE'S MARKET WAUWATOSA WI,34,Supermarkets
4/23/26,4/23/26,MILTOWN EATS LLC 4144349799 WIAPPLE PAY ENDING IN 2373,50,Supermarkets
4/23/26,4/23/26,PAYPAL *SHEETMUSICP 888-221-1161 CA,5.99,Merchandise
4/23/26,4/23/26,SQ *VALENTINE COFFEE C MILWAUKEE WIAPPLE PAY ENDING IN 38960002305843024204815092,6.42,Restaurants
4/24/26,4/24/26,CAFE ZUPAS-MENOMONEE MENOMONEE FALWIAPPLE PAY ENDING IN 3896,53.65,Restaurants
4/24/26,4/24/26,PLAY IT AGAIN SPORTS 111 BROOKFIELD WI,31.49,Merchandise
4/24/26,4/24/26,REI #60 BROOKFIELD BROOKFIELD WI02408P,12.42,Merchandise
4/25/26,4/25/26,5-365 FOOD SERVICE TROY MI,2.33,Restaurants
4/25/26,4/25/26,RAISING CANES 0948 BROOKFIELD WI02521P,20.77,Restaurants
4/25/26,4/25/26,REI.COM 800-426-4840 800-426-4840 WAAPPLE PAY ENDING IN 2373A397958114,84,Merchandise
